text,label
但是手機背面的弧形設計，,0
讓用者拿在手裡的時候也不會顯得手機很厚重；,0
雖然手機的執行記憶體只有700多（這也是對於這款手機網上批評的最多的一個地方），,0
不過本人自己覺得好像對手機的使用沒什麼影響，,0
手機執行還是非常流暢，,1
其實我是覺得那個執行記憶體上不上1G，,0
在現在來說，,0
我想應該沒什麼太大影響的，,0
畢竟目前還沒有發展到手機要拿來當電腦使。,0
   1.5雙核處理器很給力，,0
很快就能升級到安卓4.0了，,0
很期待，,0
開機速度超快，,1
玩遊戲也非常流暢，,1
3.0介面很人性化。,1
坐地鐵，,0
時拿出來炫炫，,0
絕對成焦點，,0
傲視群雄啊。,0
一點都不比三星i9100差。,0
電池 .一天一衝..還是必須的。,0
"還必須用原裝的插頭和線,",0
否則邊充電邊玩手機能卡死... ,0
一個手發簡訊有點吃力..,0
音量按鍵太靈敏..,2
時不時手機鈴聲就最小了。,0
總的來說還是值得入手的，,0
買了沒後悔，,0
本著我的購機要求是，,0
雙核、800W畫素、3.3~3.7的螢幕，,0
看到G18帶有魔音效果才買的。,0
感覺挺好。,0
挺適合入手。,0
三星I8000半月使用親身體會，,0
共同交流，,0
給購機者參考 ,0
入手歐版（水貨）黑色8G版i8000半個月了，,0
一直有個想法把自己的親身體會寫點東西與眾多網友一起交流、分享一下。 ,0
手機世界我也是個“老手”了，,0
前後換的手機也不下十幾部，,0
唯獨沒使過手機三巨頭（諾基亞、三星、摩托羅拉）的產品，,0
換機之前用的是聯想s90手機，,0
用兩年了，,0
總感覺該換一部手機了，,0
所以就有了三星i8000。,0
老套路，,0
還是繼續探討優缺點吧。 ,0
優點： ,0
1、 螢幕非常豔麗。,1
三星的專業就是做屏，,0
雖然引數標註65536色，,0
但是螢幕實際顯示真不是吹的。,0
2、 螢幕觸控性好。,1
之前玩弄過朋友的iphone，,0
對比而言三星i8000除了不支援多點觸控外其餘表現都不錯，,0
基本上“按哪指哪，指哪打哪”，,0
唯獨就是我用按鍵機器久了不是很習慣觸控的時候略微用點力。,0
3、 拓展功能豐富。,1
有很多軟體可以選擇，,0
用起來很爽哦。 ,0
4、 支援GPS功能。,1
這個很牛B啊！,0
裝上3D凱立德與我哥們買的600塊錢導航軟體對比，,0
基本沒區別，,0
這就相當於這個手機購機成本降低600塊錢哦！,0
缺點：,0
我個人感覺缺點與優點一樣多，,0
也許是我還沒有完全用明白的緣故 ,0
1、 缺少很多實用功能。,2
這部機器太突出商務功能了，,0
以前用國產聯想比較習慣國人設計的內建實用功能，,0
比如：通話時間50秒提示……等等，,0
三星反倒沒有內建自帶，,0
暫時還不知道能不能找到類似軟體 ,0
2、 沒有方向導航鍵。,2
這個我認為是最大的弊端，,0
用按鍵手機時間長了，,0
再加之我本身就不是很習慣觸控式螢幕，,0
缺少方向導航鍵讓我很鬧心。 ,0
3、 機器太過於智慧。,2
我很不習慣用什麼東西點關閉不是直接退出，,0
而是放置到後臺執行，,0
想關閉只能再次“退出”。 ,0
這些算是我的一點體會吧，,0
希望和大家交流。,0
雙十一，,0
"華為淘寶官網上買的u9508,",0
1G的機子。,0
用了幾天說說感受：,0
一、號稱72小時待機，,2
感覺沒有傳說中的神，,0
不接電話、不玩遊戲，,0
充滿電放在那也許有72小時；,0
二、簡訊鈴聲不能自定義本地音樂、要開啟手機的快速重啟才支援關機鬧鈴；,2
三、照相機號稱800W，,2
感覺也一般；,0
四、充電器好像只能用華為的專用充電器，,2
已經試了幾個在市場上買的智慧充電器，,0
充一夜，,0
也只能充到70%的電量，,0
就不再充電了，,0
感覺應該不是充電器的問題，,0
覺得應該是機子設計問題，,0
據網上說，,0
華為機子充電器接線方式不一樣。,0
總之，,0
整體感覺還可以。,0
不對的地方請大家，,0
批評指正啊！,0
今日入手 HTC Sensation XE 感受,0
感受如下：,0
1、音質由於本人聽什麼都感覺一樣不好評論，,0
不過開與不開魔音音質還是有差別。,0
2、機器手感偏輕，,2
本人現在用的G10感覺不錯。,0
3、入手水貨質量一般，,2
後蓋有點小翹，,0
閉合不嚴（換了2個看都一樣），,0
不知道行貨是不是好些。,0
基本就這些感受了。,0
價格3350。,0
希望對你們有幫助。,0
索尼LT26i Xperia S使用一天感受及LT26i優缺點總結,0
3月11日入手索尼LT26i Xperia S，,0
使用一天感受如下：,0
索尼LT26i優點：,0
1、索尼LT26i Xperia S外形時尚大氣，,1
做工精緻耐看，,1
黑色很酷，,0
白色很潮，,0
個人認為還是白色好看些。,0
2、螢幕很大很精細，,1
解析度超高，,1
可以顯示的內容增加很多，,0
這個螢幕很有些超前的味道。,0
3、UI設計很人性化，,1
內建很多軟體很貼心、很方便、很實用，,1
是索愛機型裡面至今為止最好的。,0
4、拍照功能無與倫比，,1
啟動、對焦、成像都是一流的，,1
啟動、對焦、成像都是一流的，,1
啟動、對焦、成像都是一流的，,1
絕對是目前最強大的拍照手機，,0
沒有之一，,0
完全可以秒殺一般的卡片機。,0
索尼LT26i缺點：,0
1、索尼LT26i Xperia S手機外形偏厚，,2
握持不舒服，,2
不符合當前輕薄以及人體工程學的潮流。,0
2、手機聽筒及外放聲音偏小，,2
尤其是聽筒，,0
聲音調到最大隻能算是聽的清楚，,0
在嘈雜處就很無奈了。,0
3、手機觸控操作不夠流暢，,2
尤其是返回鍵有卡頓現象，,2
玩賽車和水果變態版甚至有死機發生，,0
作為雙核1.5的手機有失水準，,0
操作的流暢度甚至不如三星i9000，,2
也許後續更新到4.0以後會有所改變。,0
4、螢幕偏暗，,2
色彩不鮮豔，,2
解析度太高，,2
字型偏小，,2
看起來有點費力，,0
傳說中的索尼特有顯示技術的優勢沒有顯現出來。,0
也談談92OT入手月餘的感受,0
"先說一下京東訂貨一個多月,",0
年前終於到手黑色並贈充電板一個。,0
京東供貨是非常不錯的，,0
守信用。,0
再說920T外觀沒的說，,1
螢幕更是出色。,1
和900一樣的導航、地圖都是亮點。,1
和900一樣的導航、地圖都是亮點。,1
wp8的體驗比7.5更加華麗，,1
而且方便了一些；,0
軟體也是基本上夠用，,0
相機更是手機中的佼佼者。,1
與電腦連線比7.5也方便了一些，,1
可以直接識別並且傳輸檔案。,0
總之優點多多，,0
值得擁有。 ,0
吐槽點兒缺點，,0
仍是系統的問題，,2
影片播放軟體沒有安卓系統支援的格式豐富，,0
缺少一些如來電歸屬地顯示之類的軟體等。,0
電池續航力也沒有什麼提高，,2
但是好在無線充電非常好。,2
總之個人認為920T比之ip5、三星S3、Note2之類新意較多，,0
至少功能一點不差。,0
支援諾基亞，,0
希望wp8系統能夠成為三足鼎立的一員。,0
K860入手一天感受,0
前天晚上京東下單，,0
昨天早上就送到公司了，,0
同事代收的貨。,0
昨天下午四點多機器到手玩到今天，,0
一天多點時間，,0
初步印象：,0
1、機身很大，,2
剛開始極不習慣，,0
好像拿個山寨機的感覺。,0
適應了一整天稍微好點了。,0
不過機身還是很薄的，,1
放在褲子口袋無壓力。,0
2、螢幕漂亮，,1
看電子書極爽。,0
後攝像頭突出容易手摸到，,0
也容易磨損，,0
迫切需要手機套保護。,0
3、昨晚放進移動SIM卡開始使用，,0
一直到今天早上九點都沒有電話進來，,0
這才覺得有點奇怪，,0
遂嘗試撥打電話無效，,0
取出卡再插入解決，,0
這算是接觸不良嗎？,0
4、外放音樂效果差強人意，,2
只有高音沒有重低音，,0
完敗於前一個手機華為U8800。,0
5、遊戲沒怎麼嘗試，,0
4核應該沒什麼壓力吧。,0
6、攝像頭是重點，,1
隨手拍了二三十張照片，,0
效果上佳，,0
昏暗環境下ISO自動上到1200，,0
噪點居然也不是很多。,0
7、待機：昨晚充滿電，,0
到今晚八點剩餘60%，,0
期間打電話12個，,0
拍照二十幾張，,0
看電子書10分鐘，,0
上網查資料半小時。,0
估計輕度使用應該可以撐2天。,0
來點有營養的，,0
用過3天后，,0
Lt26i與iphone4的初級感受,0
由於自己用了1年半的iphone4 16G要送給妹妹，,0
於是乎，,0
得換手機了，,0
玩過下4s，,0
無感，,0
於是眼光轉到了android機子上（windows phone等出多點，能選的時候再用吧）。,0
一眼就看上了sony的LT26i。,0
現在兩臺手機在手上用著，,0
說說感受，,0
給其他糾結的同志做做參考吧。,0
1、待機時間：蛋痛。,2
LT26i在手上就玩玩QQ、微博、小鳥，,0
基本能撐到下班，,0
沒辦法，,0
螢幕真耗電。,2
看來外接電源還是必備的。,0
感覺能玩的時間只有iphone4 的一半，,0
畢竟cpu、螢幕都耗電些。,2
畢竟cpu、螢幕都耗電些。,2
2、螢幕：很好。,1
所以耗電，,0
沒法說。,0
都是iphone4惹的禍，,0
用過iphone4，,0
眼刁，,0
所以選了LT26i。,0
3、系統執行：非常流暢。,1
畢竟雙核的機子，,0
進入程式、切換程式都很快，,0
未見頓卡，,0
整體比iphone4流暢、快。,0
5.0.1的iphone4畢竟硬體有點跟不上一些軟體了，,2
用著有時候還會頓卡。,0
4、外觀：驚豔，,1
但細節不如iphone4。,2
我用的是白色的機子，,0
iphone的玻璃外殼讓我忘記了原來手機還是會弄髒的事實...,0
雖然是自清潔材料，,0
畢竟還是會沾上髒東西的，,0
剛看完報紙不洗手玩手機試試....,0
這麼大個後蓋，,0
就是為了插個卡？,0
還留下一條不大不小的縫...,0
唉，還是戴套吧,0
5、通話質量：可以，,0
但不如iphone4清晰、大聲。,0
6、hdmi功能和OTG功能：我就盯上這個功能買這個機子的，,0
可以接電視上網、看看影片。,0
不過，,0
接上電視看優酷的“超清”，,0
顆粒感還是很大，,0
畢竟是線上影片。,0
不知道是不是我沒調好。,0
資料線介面的蓋子遲早要斷掉...,0
本人新手 ,0
上一臺手機還是07年花3000大洋買的諾基亞5700,0
如今把5700的選單鍵跟C鍵都按爆了，,0
迫不得其換手機，,0
周圍的人都用HTC,0
我就跟風買了一臺ONE X,0
別的不說，,0
先說使用感受，,0
5月9號買的到現在也就20天,0
我的3600多,0
買的已經掉到了3100，,0
心疼之中的確帶些無奈啊，,0
現在到3100應該可以保持一下了，,0
可惜新手沒有抄底的眼光啊。 ,0
先說外觀：,0
ONE X的外觀的確是最大亮點了！ ,1
最大，,0
個人覺得沒有之一，,0
我覺得要是IP4或者4S能有ONE X的外觀的話,0
那估計世面上絕大多數各廠機皇就難賣了，,0
用過同學的蘋果，,0
流暢性真的真的沒法挑刺啊，,1
但是那個3.5的螢幕跟那個膩到爆的外形 ,2
但是那個3.5的螢幕跟那個膩到爆的外形 ,2
怎麼能勾引我掏出4000+的大洋呢？,0
而我拿著信用卡去到實體店的時候，,0
水貨商拿出ONE X實機給我玩了一下，,0
我直接被外形跟顯示效果吸引了，,1
我直接被外形跟顯示效果吸引了，,1
沒猶豫就果斷敗入了。。。。 ,0
總結：外形無可匹敵，,1
但是有點不耐髒。,0
再說顯示效果：,1
跟G10跟比那是好得天差地別，,0
比老婆的G18顯示效果又強出不多少。,1
個人覺得安卓機子ONE X是目前顯示效果最好的了，,0
安卓裡沒有之一，,0
用過9100，,0
速度是很快，,1
但是那顏色真的太誇張了， ,2
跟ONE X的自然沒得比，,0
可能有人說ONE X偏黃，,0
可是我覺得偏黃一點很親切啊，,0
如果一個螢幕真的特別特別白我可能才會不習慣。,0
目前我用了亞太黑20天，,0
黃屏沒發現，,0
所謂的十根光柱...,0
以前倒還真沒發現，,0
現在仔細看看真的有點，,0
不過不是很明顯，,0
"沒有像論壇裡各種""大神""說的那麼誇張。 ",0
破圖有過兩次，,0
可能是我東裝西裝各種軟體的結果，,0
因為我一恢復出廠設定就不破圖了，,0
這可能是軟體問題吧。 ,0
總結：,0
顯示效果僅次於蘋果，,1
在安卓裡面我覺得已經是最好的了，,0
沒有之一。,0
效能：可能是4.0最佳化差的原因吧，,2
我的ONE X有時候還是卡頓的，,0
特別是在桌面的時候，,0
左右來回切會有明顯示卡頓，,0
跟G10和G18的流暢性比起來還是有差距。,2
玩遊戲的話，,0
我玩20M的水果會卡，,0
各種版本都玩過還是卡..,0
最好的版本也不是很流暢。,0
但是玩800多M的極品飛車熱力追蹤又很流暢，,0
無奈啊，,0
難道只能玩大型遊戲？,0
看MP4 AVI這種格式的電影很順暢，,0
我看2.6G的720P的片源都很流暢，,0
但是看1G的RMVB片源就卡了，,0
明顯的不流暢，,0
可能軟解不得力吧，,0
所以RMVB我就轉格式來看了。 ,0
總結：安兔兔能跑11000多分，,0
但是有不少軟體都不順，,2
最佳化！！！,0
還是最佳化！！！！,0
不給力！,0
拍照：,1
很好狠強大！ ,0
速度快，,1
效果好，,1
但是拍近景,2
相當不得力，,0
難對焦，,2
不過我覺得已經比我同學的卡片索尼有得一拼了。 ,0
總結：拍照很犀利，,1
對焦快，,1
效果好，,1
連拍的聲音很有FEEL，,1
但是拍近景不是很得力。,2
普通照相不輸普通卡片機！,0
但是攝像有點卡，,2
不是很流暢。,0
先說一下關於索尼LT26i的：,0
1.螢幕顯示出眾，,1
執行非常流暢，,1
相機效果好；,1
2.操作流暢，,1
很炫的，,0
外形大方，,1
手機儲存量大。,1
很大氣。,0
4.3的螢幕是目前智慧手機的主流大屏，,1
看電影MTV，,0
都蠻好的。,0
相信一兩年不會過時。,0
港行3800買的，,0
蘇寧電器要4300！,0
蠻好的！,0
比較了HTC和三星，,0
"MOTO,",0
蘋果，,0
我覺得這款式最好的；,0
3.優點太多了，,0
堪稱完美啊:,0
手機外觀很漂亮，,1
索愛的做工實在是太好了，,1
索愛的照相音樂和顯示都很給力啊，,1
索愛的照相音樂和顯示都很給力啊，,1
解析度很好，,1
肯定很清晰，,0
4.3的螢幕很霸氣，,1
很合適，,0
32G的記憶體很大了，,1
可以放很多東西，,0
CPU，RAM都很給力，,0
各項配置都是最好的；,1
4.造型簡約大方，,1
比起iPhone是有過之而無不及~~,0
透明帶設計獨到，,0
別出心裁。,0
顯示效果細膩，,1
色彩豔麗。,1
索尼的UI可以說所有安卓機裡最流暢最華麗的，,1
獨有的小功能很有趣。,0
主流遊戲都能流暢執行，,0
一些偏門就不知道了。,0
再說一下蘋果iPhone4S：,0
1.雙核A5處理器，,0
800w畫素背照式鏡頭作為蘋果的產品，,0
時尚是第一點的；,0
2.觸控式螢幕做得不錯；,1
3.越獄後軟體，,0
遊戲很多，,0
可玩性；,0
4.無顆粒感，,1
視網膜螢幕名不虛傳；,1
5.執行流暢，,1
反應時間極快；,1
做工精細，,1
前後玻璃屏手感極佳；,1
各種大型遊戲（無盡之劍2、狂野飆車6等）都給人極其驚豔的感覺，,1
完全是我以前的諾基亞塞班無法比擬的；,0
各種應用軟體非常豐富，,1
對生活工作都有不小的幫助；,0
拍照效果極其清晰；,1
3.5寸屏正好可單手操作，,1
比安卓板磚秀氣實用。,0
i9220詳細評測，,0
個人感受，,0
完全真實，,0
給準備買的人一個參考,0
在買9220之前一直在用諾基亞的機器，,0
基本上諾基亞的最高階機器都玩遍了，,0
塞班系統不用多說現在已經很落伍了，,0
手頭有點獎金前幾天去買了i9220，,0
在買之前就已經在網上做好了功課，,0
仔細對比了一下現在好像還沒有哪款機器能幹過9220了，,0
應該是最牛B了，,0
哈哈，,0
要玩就玩最牛的，,0
拿到手第一感覺就是大氣，,0
霸氣，,0
男人的第一選擇。,0
好了，,0
進入正題。。。,0
1.螢幕：5.3 螢幕好像是手機裡最大的了吧？,1
色彩豔麗程度以及靈敏度都無可挑剔，,1
色彩豔麗程度以及靈敏度都無可挑剔，,1
色彩灰常鮮豔、真實，,1
手指剛剛碰到螢幕就又了反應，,0
好像是感應的一般，,0
而且還是貼了膜的，(比諾基亞強太多了）,0
2.上網速度：應該是我見過速度最快的了，,0
在WLAN的情況下（2M）點選之後馬上進入，,0
而且馬上就載入好，,0
基本上來說用不了一秒就完全開啟，,0
無任何延遲，,0
速度極快，,1
在2G的網路裡(移動）開啟任何網頁絕對不超過3秒就開啟，,0
應該是三星最佳化的好，,0
總之上網絕不會讓你失望。,0
3.遊戲效能：機子回來後裝了大約20多款遊戲，,1
從幾M的到100多M的都有，,0
完美執行，,0
沒有任何延遲喝卡頓，,0
雙核1.4加上1G記憶體市面所有遊戲可以說都可以秒殺，,0
全部完美執行，,0
速度非常快。,1
色彩還原程度令人咋舌。,1
4.耗電量：每天20個電話，,1
簡訊10條，,0
玩1小時遊戲，,0
聽1小時歌，,0
用一天一點問題都沒有，,0
如果你電話少，,0
遊戲玩的少2天沒問題。,0
5.軟體：機器自帶了20多個軟體，,1
自己裝了40多款軟體，,0
沒有任何卡頓，,0
最多的時候同時運行了8個軟體非常流暢，,0
什麼都不執行的情況下記憶體佔用大概在50%左右，,0
如果你ROOT許可權的話，,0
可以把自帶的軟體刪除這樣將會有更多的記憶體被釋放。,0
6.拍照：前200W後800W不是白給的，,0
成像效果不用說非常好，,1
我家的相機應該下*崗了，,0
我之前的N97mini就承載了我出遊及日常的拍照任務，,0
這次大牛的任務會更艱鉅了，,0
呵呵。,0
7.音質：這個不的不說了，,0
音質一般，,2
沒有什麼出彩的地方，,0
中規中矩把。,0
耳機效果也一般。,0
8.智慧筆：因為我玩觸控式螢幕基本都不用筆所以感受沒有太多，,0
用過幾次大牛的筆，,0
純屬體驗，,0
感覺挺有意思，,0
比較神奇，,0
相信會有人喜歡他的。,0
打了這麼多字真累，,0
純屬個人看法跟意見大家輕點拍磚，,0
不過稱為神機絕對不為過，,0
絕對秒殺4S，,0
讓蘋果汗顏去把。,0
諾基亞920用了10天來談談感受,0
08年開始用諾基亞，,0
那時候是一部n72，,0
"後來又陸陸續續用了73,5730，",0
論壇老人看我的id就知道，,0
大五就是當時對5730的暱稱,0
還記得那時候市面上，,0
諾基亞王者地位，,0
一提要買智慧機，,0
就只有諾基亞可以選擇了,0
而塞班的系統當時也確實非常實用，,0
我們頭一次在手機上能和別人聊qq，,0
頭一次發現手機打字可以這麼快，,0
來電還可以顯示歸屬地，,0
上網可以那麼快,0
後來諾基亞沒落了，,0
安卓橫空出世，,0
我出掉手中的大五，,0
折騰買了臺里程碑。,0
也是當時的經典旗艦,0
里程碑用了一年多，,0
出現了網上爆出來的螢幕飄逸，,0
修好之後便始終覺得不喜歡，,0
轉手又賣掉，,0
收了一臺黑莓9630,0
此後至今這半年，,0
換手機的有如走馬觀花，,0
用了三個月的note2，,0
用了半個月的mx2,0
最終，在罈子裡收到了這臺920,0
不知道大家對於手機的要求是什麼,0
反正我理想中完美的手機，,0
應該是4.8寸的樣子。,0
加上ios級別的使用者體驗（並非一定要ios，其實現在安卓旗艦頂配已經有此體驗了比如note2）,0
但是note2實在是太大，,0
單手操作是不可能的。,0
所以最終，,0
可供選擇的就只剩下了諾基亞翻身之作，,0
lumia920,0
920基本符合我所有的要求，,0
照相給力，,1
外觀霸氣，,1
單手可操作，,0
流暢的ui，,1
適當多的應用（滿足基本需求即可）,0
優點基本就這些了,0
下面要談談我遇到的些許問題了，,0
希望罈子裡知道的都來聊一聊,0
第一：續航。,0
經過我幾天的試用，,0
基本一天一充，,0
這很正常，,0
但是每天晚上正常待機8個小時，,0
要掉20%的電。,0
我是沒關wifi沒開飛航模式,0
但是這樣的待機表現我有點驚訝，,2
同樣是有推送有更新的水果機，,0
也不會這麼掉電吧？,0
之前的note2，,0
什麼都不用關，,0
待機一晚就是3%這個樣子。,0
我可不想為了第二天手機有電，,0
每天晚上我還要費勁心思關掉所有的東西。,0
太麻煩,0
第二：原機自帶的耳機表現真心不好，,2
聲音好像飄的很遠，,0
使勁塞耳朵裡也覺得遠。,0
換成我原來里程碑的耳機，,0
效果立馬就不一樣了,0
大家的耳機都這樣？,0
或者有什麼耳機適用這臺機子，,0
還請各位推薦下吧。,0
平時還是很喜歡聽音樂的,0
第三，訊號和通話質量也欠佳。,2
第三，訊號和通話質量也欠佳。,2
雖然這款聯通定製機我用的是移動卡，,0
但是同樣的情況以前三星和mx2都沒有這些現象。,0
總覺得是哪裡不對勁,0
機子的硬體我覺得是沒什麼問題，,0
蘇寧行貨全套原裝。,0
論壇網友們說的什麼漏光，,0
進灰我倒是沒遇到過。,0
不知道這些問題，,0
大家有沒有什麼答案？,0
最近突然想換機子，,0
開始考慮蘋果的，,0
後來在網上關注了下諾基亞的新機，,0
打算在n8，c601，c7，蘋果4，,0
四者中選的。,0
1、n8應該是比較好的，,0
因為外形太醜（也許是個人喜好)，,2
pass。,0
2、c601開始在網上看的，,0
外形感覺和5800差不多，,0
本來是首選，,0
後來拿了真機，,0
汗，,0
太小，,0
拿的不順手，,0
pass。。。。,0
3、蘋果4，,0
現在也就4500塊，,0
確實漂亮，,0
其軟體確實也多，,1
螢幕漂亮啊。,1
但是街上太多，,0
價效比，,0
易用性（本人有個ipad裝個東西，N煩，不是不會用，是用起來不爽。）等。。。,0
pass,0
4、最後還是選了c7，,0
銀白的。,0
帶發票，,0
2400大洋。,0
蘇寧好像是2478的樣子。,0
用了幾天，,0
感受一點：,0
入手N天，,0
越來越喜歡c7的外形，,1
怎麼看怎麼舒服。,0
手感是越來越好。,1
相比蘋果，,0
不要說相差2K，,0
就算一樣價格，,0
畢竟諾基亞用了3年，,0
有延續性，,0
最後買誰還不好說。,0
不足之處，,0
主要是軟體不多，,2
手機螢幕不如蘋果。,2
攝像頭是全焦，,0
其實個人感覺影響不大，,0
我是不會每天拿這個去拍文稿的，,0
遠景還是可以的，,0
怎麼說800萬畫素。,0
錄影效果很爽，,1
強過蘋果的500w畫素。,0
錄製的錄影放電腦上N清晰，,1
就是檔案太大了，,0
我用格式工廠壓制成HD 640x360 AVC 寬屏（個人喜歡avc h264）的avi檔案，,0
一下少了11倍，,0
在手機上看，,0
基本上差不多。,0
如果在電腦是播放，,0
720p不變，,0
壓制到1/3大小，,0
基本上看不出差別。,0
一句話，,0
買的心裡舒坦 ,0
說說Galaxy S2入手一個月的體會！,0
手機已經用了一個多月，,0
哥之前已經發過三篇帖子。,0
已經很久沒發帖了，,0
今天實在忍不住了，,0
這鳥論壇怎麼寫手那麼多？,0
這裡，,0
我不會說優點，,0
我就是挑螢幕缺點，,0
就對著那些噁心的人。,0
1.誰都知道SA屏明顯白色不徹底，,2
偏藍色，,0
為什麼總有人要說假話呢？,0
還白的很徹底？,0
2.提升了個50%我真不知道，,0
因為沒用過I9000，,0
顆粒感依舊明顯，,2
辦公室用MT701的都能看出來，,0
別再說什麼要多近多近才能看出來之類的，,0
你看了就明白了。,0
3.色彩是極度鮮豔，,2
鮮豔到失真。,0
紅的更紅，,0
藍的更藍，,0
綠的更綠，,0
對單色表現，,0
我真的是失望，,0
別再說色彩還原能力強了，,2
相機拿起來不用拍，,0
就對著那些單色，,0
螢幕上看著就知道顏色變了。,0
你要說我拍攝技術問題，,0
我無言以對，,0
反正你們總找的到理由。,0
我當初是衝著螢幕色彩，,0
才會在英國貨上市後立馬入手的，,0
不然都會等它跳水。,0
入手這麼久，,0
對速度效能之類的，,1
沒有任何鬱悶。,0
但螢幕這塊，,2
我覺得我還是站出來再次說下，,0
給一些還未入手卻猶豫的兄弟們一些參考，,0
有些東西不要期望太高！,0
X1入手一週心得體會，,0
兼論其優缺點！！！,0
正在下載rom，,0
反正閒著也沒事，,0
也來聊一聊體會。,0
我從淘寶購買的亞太版，,0
先說一說對商家的意見。,0
1、供貨商的防偽標籤很討厭，,0
很難撕，,0
皮撕下來，,0
膠卻留下來，,0
很難處理。,0
這樣的標籤在機身各處貼了三個。,0
2、原裝電池，,2
有輕微使用痕跡。,0
很不耐用，,0
遠不如加配的品牌電池，,0
同是1500ma；,0
但原裝電池可是鋰聚合物電池啊。,0
3、刷的coinjun V2 ，,0
我剛開始不懂以為是原裝rom呢，,0
這個應該和買家溝通一下。,0
順便問一下，,0
這些js為什麼不用原裝rom？,0
麻煩知道的回答一下。,0
謝謝。,0
總體來說，,0
還是滿意的，,0
尤其是沒出現最擔心的訊號問題。,1
但也認為有些瑕疵很不爽。,0
1、正面非常帥，,1
背面很山寨！,2
背面不如正面那樣簡潔大方，,0
攝像頭那地方的設計太爛了，,2
很醜。,0
2、側滑非常牛，,1
感覺有點厚！,0
很喜歡它的側滑設計，,1
如果再薄一點就好了。,0
3、按鍵很好看，,1
鍵程卻很短！,2
全鍵盤的按鍵太難用了，,2
需要適應好長時間！~,0
4、外放非常爛，,2
幾乎聽不見！,0
安裝了明顯增大音量程式，,0
感覺外放變化並不明顯；,0
倒是覺得通話聲音大了，,0
調到最低音也感覺大了。,0
這個程式是提升系統所有音量嗎？,0
麻煩知道的回答一下。,0
謝謝。,0
前幾天買了i8000，,0
沒事的時候就玩，,0
把體會說一下：,0
1、攝像頭效果不錯，,1
閃光燈也亮。,1
2、軟體多，,1
可玩性強。,1
3、使用了聯通的3G，,0
裝了ucweb，,0
速度還不錯，,1
特別是下載速度達到了500K/S，,0
一般是200K左右。,0
4、聲音好，,1
聽筒、外放都好。,1
聽筒、外放都好。,1
5、影片能力強，,1
我隨便弄了一些影片，,0
都能放。,0
6、接電腦傳輸速度非常快。,1
7、三星自己桌面的3個桌面不錯，,1
切換很方便。,0
缺點：,0
1、觸控式螢幕靈敏度不夠，,2
比IPHONE要差不少。,0
（這是我認為的最大的缺點）,0
2、查電話號碼不方便。,2
不能夠象E71那樣支援字母查詢通訊錄的名字。,0
而是必須輸入中文，,0
很不方便。,0
3、三星的側邊上的快捷欄覺得沒有什麼用。,2
裡面的東西一點就會跑到桌面上來，,0
用完了又要拖回去，,0
很不方便。,0
魔幻立方也是華而不實。,2
4、反應速度雖然算是比較快了，,1
畢竟800M，,0
但是還是不夠快。,0
大概就是這些，,0
總體感覺是一款不錯的手機。,0
夏新N6手機試用體會,0
"經過幾天試用,",0
現在有幾點體會再說一下.,0
1、長按手機側面的照相鍵可以進入照相功能，,0
這點修正。,0
感謝網友提醒。,0
清晰度雖然比不上強機，,1
但已經夠用。,0
但照相的閃光燈，,2
只能長亮，,0
而不是閃光，,0
遺憾。,0
2、如何在導航功能下進入私密狀態打電話，,0
還沒有摸索出來，,0
請網友們回貼說明。,0
3、導航功能很好，,1
很準確，,0
提醒清晰，,0
聲音夠大，,0
很實用。,0
4、關於顯示的字型只能是宋體，,0
字型偏小，,2
遺憾。,0
5、輸入文字，,0
下面轉換選單，,0
太小，,0
只能用手寫筆，,0
不能用手指，,0
嘿嘿。,0
6、通訊錄查詢方便，,1
功能強大，,0
實用。,0
7、主題顏色不能轉換，,2
遺憾。,0
8、不支援長簡訊，,2
遺憾。,0
9、製造精細，,1
整體感覺不錯，,1
欣喜。,0
10、通訊錄的匯出匯入，,0
可以用OUTLOOK整體修改，,0
簡單容易，,0
更換手機後最方便的事，,0
欣喜。,0
先說這些，,0
有些東東重複了，,0
請網友原諒。,0
使用聯想P709半月的體會,0
優點：,0
1.外觀：時尚大氣，,1
金屬外殼很有質感。,1
2.顯示屏：較大，,1
基本滿足使用需求。,0
3.按鍵手感不錯，,1
回彈力適中；,0
4.連線：採用USB介面，,0
與國家最新標準相符，,0
可與日後的其他手機共用充電器，,0
充電器連線線即資料線，,0
（兩線的融合減少了一根資料線）為使用者省去了攜帶的負擔，,0
資料傳輸方便，,1
傳輸速度理想。,1
5.移動服務：夢網、移動客戶服務的設定，,0
順應潮流。,0
對年輕客戶很有吸引力。,0
6.電話本：名片式電話本，,0
專案設定詳盡合理，,0
容量較大2000條。,0
7.儲存卡：附送的512M儲存卡，,1
很實用。,0
8.電子書：只要是記事本格式就能識別。,1
方便、實用。,0
9.待機時間和通話時間：較為理想。,1
9.待機時間和通話時間：較為理想。,1
不足：,0
1.宕機：在停止播放MP3是經常宕機，,2
有時在掛短撥出電話時出現宕機。,0
2.電話本：沒有搜尋功能，,2
需要逐個翻查。,0
試想要真儲存了2000條，,0
查一個號碼豈不異常辛苦？！,0
於是，,0
我身上揣著P709，,0
還要帶原來的PANTECH（泛泰，中韓合資品牌）。,0
儲存在SIM卡里的號碼在來電或簡訊時，,0
不被顯示姓名。,0
